景区名称,评论日期,评论内容,序号
A35,2017-04-05,这里算是比较大的瀑布群，景色还不错，清明假期去的，水量不算太多，比几年前三八节去的时候，瀑布没有那时候那么震撼。不过山路比起几年好走了许多，配套设施也完善了许多，是AAAA景区。上山石阶多，有些地方略陡，可以看多个瀑布，最顶上的水库不对外开放，下山有比较平缓的石阶林道，但是有得有点累关节，石阶较平但不宽所以走一步累关节，走两步石阶又不好踏，我家五岁多男宝自己有完全程。门票价格80算是小贵吧，停车场10元停车。从村口牌坊到山顶入口有很多农庄停车场前面有个景点，没有什么游客，但是有石凳能休息喝茶，有个农具展厅，不过没进去看。我们在前面村子一家店吃了三盘肠粉一碗萝卜猪骨汤才20元，民风纯朴啊，那个猪骨的味道很鲜。,54530
A35,2017-10-02,景点不错，值得一游！这次亲子游很快乐！,54531
A35,2020-03-31,不愧为瀑布群，拾级而上，一个瀑布接一个瀑布，一个瀑布比一个瀑布更有气势。,54532
A35,2020-06-11,旅游总体还是满意的，就是要转乘部分，真的很麻烦。,54533
A35,2020-10-01,很满意的一次旅程，门票要能便宜点便更完美了,54534
A35,2020-07-01,很好！不过，管理方面和游客的素质都亟待提高！,54535
A35,2020-05-01,山清水秀，空气清新，人满为患，果然是五一假期！,54536
A35,2020-04-02,网络订票操作方便快捷，值得推广。门票优惠幅度再大一些更佳。,54537
A35,2016-11-26,环境还有空气都不错?适合周末带着一家人游玩！,54538
A35,2020-08-24,瀑布也还不错，挺震撼，就是价格偏贵,54539
A35,2020-07-05,很值的去的一个景点，三步一跌，五步一瀑，瀑布群名符其实，一路上山瀑布一个接一个，看完眼前的一抬头，又是一个新的瀑布，就这样一直走到了山顶的飞虹瀑布。一看已走了八千多步。也没感觉到累。,54540
A35,2017-04-20,**群这里的山山水水很漂亮，这里主要是有几个瀑布。有时间大家都可以到这里来游山玩水。这里的景色都很美的。让你都不想回。,54541
A35,2020-10-07,坑人 最坑人景区  门票超级贵,54542
A35,2020-05-08,五一期间去玩的，提前订票到景区直接换票很方便。门票包含景区换乘车，我们是自驾去的，还没到景区的时候可以看到换乘中心换乘景点中巴车到达景点入口。,54543
A35,2020-02-23,当天网上购票，优惠不大，付款后要等15分钟才能取票。,54544
A35,2020-10-03,大家好，需要先订票吗？,54545
A35,2017-06-06,**群在揭西县京溪园镇粗坑村，被誉为“岭南第一瀑”，是国家AAAA级景区，这里是一个瀑布群，因为大大小小的瀑布很多，在大山里面，一直绕着山路进去，适合自驾游，山里面空气非常好，景色好，人比较多，需要爬山上去，不适合体力身体不好的老年人。,54546
A35,2020-06-08,自去年下半年至今，潮汕一直干旱无雨，不过并不影响瀑布游玩，水汽沁人，五一游玩人多，但好景让人可以忽略人多的烦躁。,54547
A35,2020-02-24,景色很美，出景点到了停车场，公交、出租车、快车、顺风车都没有，只有走10公里左右到公交车站，幸亏中途有三轮卡，最后坐公交车到揭东，交通配套设施太差！,54548
A35,2020-07-08,景色很美，天然氧吧，刚才好上几天瀑雨刚过，所以瀑水流很大也很急,54549
A35,2016-03-03,挺好的  就是有点累   走了很多路    不过景色好  也值了    而且   感觉和图片上一样   以后还会在网上订,54550
A35,2020-06-10,到那才发现，套票便宜了不少。坑啊！,54551
A35,2020-04-21,整体来说不错，就是门票价格有点贵,54552
A35,2020-05-30,不错，挺好，方便，好玩，爬山涉水,54553
A35,2020-05-21,很不错，环境很好，值得一去！！,54554
A35,2015-09-05,今天把一娃儿抛弃在潮汕站以后，我就带着她的爹娘和我母后来了一场说走就走的旅行**景区，天然的氧吧，适合净化身心的一个地方?瀑布挺大，加上前阵子下雨，水流充沛。半道上隔一段路就有卖山茶叶，可以试喝。不过味道一般，后来下了大雨，反而在那买了伞，20块一把，没有被宰。偶遇一对夫妻，画面挺美好就拍了下来。回来的路上路过普宁，随意挑了一家新开的大排档，吃了猪肚鸡还有普宁豆腐，挺正宗。四菜一汤，150不到。有时间去走走挺好的。周遭其实也有很多好去处。向往这样的美好，不一定非要远方。,54555
A35,2017-03-05,还行，不错，还是值得爬的，蛮好看的!,54556
A35,2017-02-04,景色宜人，游山玩水散步的好去处！,54557
A35,2020-05-12,一个十分值得大家去游玩的地方。,54558
A35,2020-05-01,景点总体不错，门票略贵，原价120元，管理水平须提高，下山乘坐接驳等了一个小时，秩序混乱。,54559
A35,2020-04-29,不錯，值得一去，環境很好！空氣也不錯！,54560
A35,2016-12-20,**第二次去了，山青水秀，真的很舒服。很多不同的瀑布大大小小都还有特色。适合全家游哦。,54561
A35,2016-05-14,景色很美，有想去玩的赶紧行动吧,54562
A35,2020-04-01,风景很好，瀑布很壮观，可以和黄果树媲美。,54563
A35,2016-05-01,网络订票真方便，价格也便宜。,54564
A35,2020-04-14,景色怡人，空气质量好，瀑布好美，好希望再重游一次,54565
A35,2020-04-17,值得一游，瀑布好壮观，就是门票贵了点。,54566
A35,2020-04-14,门票有些小贵，景色还可以,54567
A35,2020-04-01,游玩多次了，景区卫生越来越好了,54568
A35,2020-03-31,瀑布美美哒，似银幕铺盖而下之景诱人。,54569
A35,2016-04-05,不错不错，当天预定后就驱车一个多小时过去后直接换票了，非常方便的，山路比较抖、比较弯、开车得慢些,54570
A35,2016-09-06,满意的旅游   下次介绍人来这里打牌娱乐,54571
A35,2017-04-04,门票有点小贵，但是对于喜欢山间山水，愿意爬山的我来说，还是值得的。瀑布群很有震撼力，与亲人爱人一起，牵着孩子漫步山间，感受着水流的声音，享受着自然的气息，呼吸着纯净的氧气，舒适惬意。建议有要去的朋友，先去**景点售票处买门票时，购上京明度假村的联票，上午爬山看**，下午漫步京明度假村，看动物，逛京明长城。,54572
A35,2017-10-06,门票票价120元超级贵，里面的环境还可以，但不值得120块钱，另外，去哪儿网也没说明购买票可以免费搭乘大巴上山，总之一次不太好体验，全程2个小时可以逛完，就是瀑布而已，没啥景点，,54573
A35,2020-02-14,辣鸡，去过1次就后悔，瀑布小，分散，象流水。,54574
A35,2017-10-10,很值得去， 工作人员很好很专业，太感谢他们了尤其是这两位工作人员，为他们点赞！,54575
A35,2015-10-07,**的环境很不错，卫生也好，空气很好，有看到环卫工人的扫楼梯，消费也不贵。民俗村里的戏水游戏让大人小孩玩的不亦乐乎。,54576
A35,2016-12-12,景区挺干净的，卫生间新建的，很不错。就是门票偏贵，还要交10块钱停车费,54577
A35,2017-10-04,空气清新，真的是瀑布群，一个接一个，不走到最后你都不知道后面那个有多壮观！,54578
A35,2017-02-01,非常棒的一次游玩体验，我们到达**景区群的景区大门口才用手机在去哪儿网买的景区门票，买了4张，买完才想起可以和门口没有买门票的游客一起拼10张可以更加优惠，下次就知道了，要是可以由网站帮我们拼就更好了,54579
A35,2017-12-19,是我们的家乡可我这么大了一次都没有去过,54580
A35,2016-09-10,很不错哦，景色很好。组团去的人都玩得很开心。建议大家去。据说下午5点关闭。大家早点去。,54581
A35,2016-08-16,自然境观，天然氧吧，山不高，老少宜，值得游，特别是夏季！,54582
A35,2016-02-12,门票是80，虽然在去哪儿这里买票便宜，但是还是觉得贵，就为了看瀑布，取票是挺方便的，景区的卫生特别脏，特别是卫生间，这件事我真的无法再形容下去了。希望这个能够得到重视。不过能得到安慰是我们遇到了彩虹:-D,54583
A35,2016-10-11,来**好多次，每次都有不同的变化，说真雨天来**更好，仙境一样，不比黄果树差。,54584
A35,2016-05-04,环境不错，青山绿水，幽幽小径！就是去的时候恰逢节日，人有点多，小径有点挤，而且去景点的路可谓是山路十八弯啊，能见度也比较低，说的有意境一点就是朦胧美，很有仙境的感觉。吃饭我们等的很久，菜上的太慢了，后来很多菜都没上了。,54585
A35,2017-11-20,空气很好。。周边没什么吃的。。,54586
A35,2017-11-05,环境不错，夏天去特别好，很舒服，值得推荐。,54587
A35,2017-10-30,山路十八弯，景色秀丽，值得去的地方,54588
A35,2017-10-19,远离城市空气清新值得一去，下次还要在去一次,54589
A35,2017-10-16,瀑布好美，朋友们都喜欢这边的自然风光，下次再来,54590
A35,2016-06-18,有种流连忘返的感觉 ，身临瀑布下的那种感觉真是舒服 ，夏天到那玩真是太合适了 。刚到的时候下起了大雨，不过景色也很迷人，牠喜欢那种感觉。吃完午饭再进园时间刚刚好，可以先观赏瀑布，完了可以在园子溜达溜达，湖面拍照效果挺不错的，配上音乐走在园子中特别舒服，很是放松，怡然自得！值得推荐哦,54591
A35,2017-10-13,瀑布群，挺有意思的，门票偏贵。,54592
A35,2017-09-28,沿途的路大条易行车，景区那的餐厅吃饭也不错啊！景区里景色也不错,54593
A35,2017-01-02,景色不错，空气清晰，适合全家出游。,54594
A35,2017-10-07,总体还不错……天气好的话景观很不错，还有瀑布,54595
A35,2016-03-23,感觉挺好的。刚好在雨季，瀑布水很大。夏天去玩更合适。便宜。现场得80。加10元停车费。,54596
A35,2017-09-30,还不错，主要是看瀑布，分好几层。,54597
A35,2017-09-26,景色不错，停车方便，去景区要绕很长一段盘山路。,54598
A35,2016-03-06,景色很不错，瀑布蛮多的，踏青的不二之选。取票方式需改善,54599
A35,2016-12-20,景色不错，没有想到还有瀑布群，就是太贵！,54600
A35,2016-12-20,景色不错，没有想到还有瀑布群，就是太贵！,54601
A35,2017-10-03,门票120元，太坑爹了，不值得。,54602
A35,2015-10-07,风景美。瀑布很壮观。带小朋友去的，玩得很开心。,54603
A35,2017-05-30,前面的很一般，不过越爬越壮观！但是不建议带4岁以下的小孩，因为台阶很多，小孩要抱，所以很累，如果都是成年人结伴同行的话，很不错！,54604
A35,2015-10-07,风景如画，超级值啊，网上订票很便宜！,54605
A35,2016-05-01,景点还不错，不过山路路况差，二车交汇处没有安装凸镜，自驾近30公里的山路开得脚抽筋，80元的门票有点贵，而且70岁以上的老人是不免门票，呵呵：独树一帜！,54606
A35,2016-07-18,避暑圣地，很适合年轻人。,54607
A35,2016-12-05,环境优美 空气清新 人杰地灵 值得一去,54608
A35,2015-09-18,除了门票有些贵之外，环境空气都很不错。大小瀑布群沿石阶而上，看个够。取票的时候停车费要另付10元。途中大部分石阶绕山路有树荫，不晒哈哈。如果门票不是这么贵，倒是可以经常过来游玩。建议不要在景点下的饭店吃饭，坑贵。,54609
A35,2016-09-06,从汕头鸥汀出发113公里   高速路一共开车一个半小时很满意的一次瀑布群观赏之旅,54610
A35,2017-08-13,感觉不错，但是，瀑布水流不是很大，不够壮观。,54611
A35,2016-09-06,两家人过来玩的  有老人   老人很开心   给别人看照片  都问啥时候去黄果树了,54612
A35,2017-07-19,瀑布十分壮观，是个避暑好去处，听水观水戏水，玩得很开心。虽然下了点小雨，但雨中景色更美！,54613
A35,2016-10-05,景色宜人、空气清新，人太多，路太窄，又遇上下雨，走了一半没办法上了，没上顶点有点遗憾。景区的廊桥等挺有感觉的，人少时来会很好。,54614
A35,2016-07-31,环境风景不错， 飞虹瀑布景色优美,54615
A35,2017-07-05,风景优美，环境也不错，只是门票贵些,54616
A35,2017-06-11,非常好的一次游玩，有专车接送上下山，免去自己开车上山的劳累和辛苦，山上瀑布水流很大，就一字美,54617
A35,2016-10-05,景色不错，雨后水很大，就是台阶湿滑，人太多。,54618
A35,2015-10-06,风景很好，好多瀑布，美美美，就是回程的那个石阶是多少级？？实在走得太累了,54619
A35,2015-10-03,环境很好爆布在山谷之间一共大小7个爆布园区内行程慢走一圈2个小时左右但我个人认为原票价80元太贵打折后60多还行吧,54620
A35,2015-09-21,好玩，不错哦！天然氧吧，空气超好的，有时间还会再去，环境得自己亲身经历才有所感，刚好去碰到下雨，但雨后的山景也很美，算是意外的收获,54621
A35,2017-06-10,揭西著名景区，这里常年凉爽，三叠瀑布景色优美，值得观赏,54622
A35,2016-04-11,环境幽静，风景秀丽，很适合一家人户外活动。,54623
A35,2016-09-06,七十岁的老妈说这个景点是她所有去过的景点里面排名考前的   山水一色  真像画一样,54624
A35,2017-03-01,**不愧为岭东第一瀑，瀑布气势磅礴，雄伟壮观，真的是飞流直下三千尺，疑是银河落九天，使人留恋忘返，回味无穷。,54625
A35,2017-01-09,瀑布很壮观，空气很清新，最重要的是，随行的朋友玩得很开心，释放了压力。有机会还会再来的。,54626
A35,2017-03-13,非正规景点，只有一人一票80元不含糊。上游一人造水库，下面几个瀑布看似自然，实则人造。仔细看有上当的感觉。,54627
A35,2016-08-14,差评，大大的差评，我去到景点门口根本都不让我进去，工作人员让我打电话给要出发网，我打那个400电话说了很久，那边一直说是已经帮我预订成功了的，但是门口根本不让进，等了有半个多小时，还打了两通电话才协调好，一次非常不愉快的旅行体验。以后也不会用去哪儿了。,54628
A35,2017-04-16,瀑布还不错，很值得去的一个景点,54629
A35,2016-01-28,就风景还行，从山下到山上有几处可以喝茶，免费的,54630
A35,2016-05-15,太好玩了，水特大，特漂亮。。。,54631
A35,2017-04-04,没办法给了他对自己好一点……这种难以接受……是在,54632
A35,2016-11-07,不错，岭南第一大瀑布，如果夏天去更好，凉爽！这个是最上面的飞虹瀑布，游客很多，很热闹，就是去的路上需要走一段山路，开车一定要注意安全。,54633
A35,2016-09-19,商家这次确认很忙，景区的瀑布也很气势！可是，做为一个4A景区，又是小长假，景区好几千游客，仅仅只有一个售票小窗口一个售票员，而且现售、网购都哥一个人干，真为这哥点赞?！,54634
A35,2017-02-06,很好玩，空气相当好，性价比高,54635
A35,2016-09-12,现在很多景点都是有老人票的，为啥这个景点没有呢？老人也就是出来走走看看，在山脚下而已，按成人票很不合理。去哪儿出票快，满意。,54636
A35,2017-02-08,便宜了八元，取票后是一张小票。,54637
A35,2016-09-12,景点景色不错，刚好是雨后的瀑布非常壮观！,54638
A35,2017-03-19,壮丽不凡的瀑布群，难得一见，景色秀丽,54639
A35,2016-06-19,空气好，交通方便，。。。。。,54640
A35,2016-07-16,景色优美，大大小小瀑布群，总会有惊喜。值得一去,54641
A35,2016-04-04,**宽80米、落差50多米， 三股水流分别从顶端飞悬而下，盛水时节，更是连成一片，十分壮观。 夏天去的话还是不错的，不过，这个瀑布就是一人工蓄水瀑布，没开门的时候蓄水，开门了再放水，门票也有点高，80元。,54642
A35,2016-05-31,景色不错，很值得去，假日休闲好地方,54643
A35,2016-10-06,网上订票真方便。瀑布很好看,54644
A35,2017-01-02,空气新鲜，风景秀丽。,54645
A35,2017-03-06,环境安静优美，瀑布十分壮观，美,54646
A35,2015-10-26,景观优美，自然环境保护到位，相当不错！,54647
A35,2017-01-02,行！够累的！空气很好，还有保安服务态度和蔼，环境卫生满不错，这次活动基本滿意。,54648
A35,2017-01-02,景色不错！服务可以！保安有礼貌！,54649
A35,2017-01-02,玩得很开心不错不错。下次还要再去,54650
A35,2016-10-06,买门票75元/人，共4人300元，买贵了，在美团才72元/人。然后门票说明70岁以上老人免费，到现场工作人员不认。只能现场再买80元一张，真是坑人啊！上当受骗。5人390元真是不值啊,54651
A35,2017-01-01,潮汕也有如此景色，逛一圈差不多两个半小时，是一个周末很不错的去处。,54652
A35,2017-02-08,集天下瀑布之大成，在不到1000米的河床上自上而下共有五级瀑布,54653
A35,2016-05-16,4A景区，瀑布群各具特色，风景如画，很好,54654
A35,2017-02-11,值得一游，沿路大小瀑布，风景秀丽,54655
A35,2017-02-10,没去过，但是有朋友去拍的照片看起来蛮好的，,54656
A35,2016-03-07,景色很不错，瀑布蛮多的，踏青的不二之选。取票方式需改善。,54657
A35,2016-05-14,风景秀丽如画…………………,54658
A35,2017-01-31,准备去游玩，如果背着小孩游玩会不会特别累？给个建议,54659
A35,2016-02-24,不错。便宜了12块。取票方便。景区很漂亮。值得票价。里面东西也不贵。空气很好…下次还去…,54660
A35,2016-06-06,这个地方，风景优美，空气清新，是个旅游的好地方。,54661
A35,2015-10-06,揭西的旅游现在做的不错,54662
A35,2016-12-05,景色还是挺不错的，适合亲子游。,54663
A35,2016-05-03,不错，玩的算是尽兴，风景确实美,54664
A35,2015-11-15,地方好美，瀑布也很漂亮，不错。下次我还没再来,54665
A35,2016-12-05,景点还算可以，就是路标不是太清楚，下了高速没导航根本找不到景区，希望能改进。,54666
A35,2016-12-05,瀑布还是挺漂亮，水量很大，很满意。,54667
A35,2015-07-13,爬爬山锻炼下不错，空气也好，可惜天气太热了。山区的景区主要是生活设施没做好，只有入口那里有，山上没设餐饮的地方，如果在瀑布附近设置餐厅应该不错，特别是彩虹飞瀑那里。,54668
A35,2016-09-18,很好，很方便，即订即用！,54669
A35,2017-01-19,这是真的值得一去，单空气质量就值了,54670
A35,2016-11-17,价格还是略高，不过瀑布蛮漂亮，路程略短了一些…,54671
A35,2016-06-17,值 玩的都不想回了 只是逛了一圈还没来的及享受一番就回来了 说实话有点可惜了 对于我来说真的很值得  值得推荐,54672
A35,2016-08-28,有专门的窗口处理网络订票，很方便快捷！,54673
A35,2016-02-22,取票的时候那个售票处的说查不到我的订单，一直在那里查来查去，后来我就问她这里有没有洗手间，我说我上个洗手间了来，你这边慢慢查，她居然跟我说没有洗手间，我就在想，你这儿上班不用上洗手间的吗？后来她还是说查不到订单，我气急了，就到大门口那边的售票点去问，大门口售票点的查了一下，就帮我查到了订单，然后又让我折腾回去那个取票点去取票，我算是服了。还有，那个十块钱停车费跟本也是不用交的，我算是给他们骗了！去年来的时候就没有交！至于景区游玩的还是不错，这次是第二次来了，带爸爸妈妈来的。,54674
A35,2015-11-09,昨日，同事一行游**。虽稍有疲惫，却甚是开心。从山脚下开始，一饱各个瀑布的壮观和绮丽，心情无比愉悦！**适合周末游玩,54675
A35,2016-11-06,瀑布很漂亮很美，就是门票偏贵了哈哈,54676
A35,2016-12-11,自驾游不错的选择，瀑布多，环境不错。,54677
A35,2015-09-26,高山流水，可爱的故乡。正如我们说的揭西欢迎您,54678
A35,2016-10-17,不错不错不错不错不错,54679
A35,2015-08-04,景区很漂亮，瀑布很壮观，虽然是人工加工过的，但还是很有特色，一路上有很多凉亭可以休息，这一点非常好，适合中老年人边爬山边休息，值得推荐！半路上的小商贩很热情，出售的商品价格也很公道，唯一觉得不太好的就是下高速还要开几十公里省道和乡道才能到达景区。,54680
A35,2015-08-04,景区很漂亮，瀑布很壮观，虽然是人工加工过的，但还是很有特色，一路上有很多凉亭可以休息，这一点非常好，适合中老年人边爬山边休息，值得推荐！半路上的小商贩很热情，出售的商品价格也很公道，唯一觉得不太好的就是下高速还要开几十公里省道和乡道才能到达景区。,54681
A35,2016-08-01,景点很不错。夏天去很清凉。就是停车费没有给我找钱?,54682
A35,2016-10-08,瀑布不错，景点不多，门票价格有点高！,54683
A35,2016-10-08,风景还蛮不错的，如果果临近附近还是推荐的,54684
A35,2016-10-07,瀑布很长，很壮观，尤其是山顶那幅很大，很有气势，观后心境真是豁然开朗！,54685
A35,2016-10-08,很好玩，特别是游水设施，小孩玩得特别开心,54686
A35,2016-10-07,瀑布很壮观，取票也方便，不错,54687
A35,2016-10-07,瀑布景点很美，可惜当天下了雨，路比较滑，但更加刺激好玩了。,54688
A35,2016-10-05,即买即用，取票也很方便，虽景点太少，但瀑布还是壮观，值得一去的,54689
A35,2016-10-07,环境幽雅，空气清新，瀑布群很多，是一家大小休闲旅游不错的选择,54690
A35,2016-10-07,取票十分方便，但景点都是没啥好看。。。感觉被骗,54691
A35,2015-10-07,我们一家人去玩的.老人小孩很多。路不是很难走，景区环境还行就是配套服务比较少。亭子没有桌子可以放东西比较不贴心，总体来说还是挺满意的。,54692
A35,2016-10-04,不错，还行，可以，风景秀丽风光,54693
A35,2016-10-04,很壯觀，就是國慶節人太多了。人擠人，人山人海。,54694
A35,2016-10-05,挺好的，青山绿水，不建议节假日出行，游客太多了,54695
A35,2016-05-12,风景空气好，放松的地方。,54696
A35,2016-10-04,风景很好，有山有水?,54697
A35,2016-10-03,取票非常容易，景色很好，值得一玩。,54698
A35,2016-10-01,值得去游玩，风景不错，就是路不太好走,54699
A35,2016-10-02,十一出游天气不错，景区人多，但不至于拥挤，卫生做得还挺到位的，就是门票有点小贵。,54700
A35,2016-10-06,景点就是瀑布而已，没什么其他可看，景区比较脏，个人感觉真不如梅州几个景点！门票太贵，不值！,54701
A35,2016-02-17,风景挺不错的，爬山的路有点窄，有点陡。,54702
A35,2016-09-17,还不错，不过这次怎么没送擂茶了,54703
A35,2016-08-28,全五分，挺棒的，景色很美！,54704
A35,2016-07-30,看看还可以！景点比较少,54705
A35,2016-02-17,挺好的，路不是很难走，风景也不错，就是山路有点抖。,54706
A35,2016-04-05,还行，风景不错，但范围不大。一个小时就能走完。说好返*金十元的，但是没有返,54707
A35,2016-08-28,景色很美，瀑布很美，玩得开心,54708
A35,2016-08-28,不错的地方，玩得很开心，网上购票也方便。,54709
A35,2016-10-13,岭南第一瀑，美景杠杠的、心情舒坦，值得一游,54710
A35,2016-08-28,不错的地方，一家人玩得很开心,54711
A35,2016-08-27,风景优美，延途景色也不错，欢迎各届人仕莅临指导，美景尽收眼中,54712
A35,2016-08-14,还不错，就是景点少了点。,54713
A35,2015-11-06,一开始去取票景点工作人员说没有订票信息  打电话后大概20分钟处理好  总体还算是可以,54714
A35,2016-10-02,景色值得去，但有点单一，门票小贵。,54715
A35,2016-06-12,不虚此行，瀑布很漂亮，山清水秀,54716
A35,2016-10-12,没有黄果树瀑布名气大但是真的好,54717
A35,2016-08-08,玩的很开心，瀑布很漂亮，一次再去，太喜欢那里了。,54718
A35,2016-09-20,不好意思。才发现我把“**”的点评错发在这边了，被我误导的各位抱歉了。,54719
A35,2016-10-12,不要来不要来不要来门票贵路又弯某些人员服务态度差差差,54720
A35,2016-03-07,这个网站是可以订当天票最便宜的网站！去的当天人很多！很多旅游大巴！取票很方便，售票口的那家伙态度很差，出票很快，就是售票员操作很慢，一大堆人在那里等！景点还可以，近的话周末可以去走一走！,54721
A35,2016-09-15,在汕头见到这样美的瀑布，确实让人惊讶,54722
A35,2015-03-03,黄满磜瀑布群内有多个瀑布，其中飞虹瀑布落差高度约60米，宽度约80米。银河崆瀑布高度约120米左右，河水奔泻而下，雾气冲天，水珠四溢，正是“白水如棉不用弓弹自散，虹霞似景何需天梭生成”。黄满磜瀑布群享有“岭南第一瀑”的美誉，真是“深山峡谷多瀑布，绿水青山大奇观”。周围古藤相绕，奇山怪石，翠竹遮天，鸟语花香，这是一处听水、赏水、戏水的世外桃源。非常值得去看看，小朋友更是喜欢。,54723
A35,2016-06-03,可能是5.1假期，人很多，管理有点混乱。门票价格不平宜，瀑布水挺大的，可能因为是节日，所以上游放水，所以瀑布也挺壮观的。,54724
A35,2016-07-20,比预期要好很多，瀑布层级多，水量很多很壮观。,54725
A35,2015-10-03,环境优美，瀑布太壮观了，山清水秀，值得去，赞,54726
A35,2016-02-28,错峰出游，人少，景色不错，瀑布水量蛮大，取票方便，慢慢逛，2个小时够了，门票能再便宜些就更好了。,54727
A35,2016-08-01,独特山水风光，有待进一步发展,54728
A35,2015-09-21,瀑布的水量大，景色不错，景区干净，环境不错。,54729
A35,2016-02-12,和朋友包车去的，门票80小贵。景色不错，满山植被，像个大氧吧，整个景区由多组瀑布组成。我们用了两个小时游完，还是值得一看。,54730
A35,2016-02-15,非常非常壮观，大自然鬼斧神工！,54731
A35,2015-11-24,瀑布比较小，跟天气有关系，但是一行人还是玩的挺开心的，园区很小，没有想象中那么大,54732
A35,2016-04-17,瀑布群超级壮观，空气特别好,54733
A35,2016-08-13,黄满赛瀑布真的好漂亮，飞流直下三千尺。,54734
